CustID,Age,Province,Years,CreditLimit,Payment,Min_payment,Ndefault,Balance,Balance_Freq,N_purchases,LastPurchase,MaxPurchase,Inst_purchase,Advance,Count_Advance_Tx,Purchase_Freq,Installment_Freq,Advance_Freq,Pct_full_payment
3389,24,Nontaburi,6,30000,6754.26241,6729.64531,0,20042.98844,1,1,15000,15000,0,0,0.083333,0,0,0,0
3390,35,Chaingmai,6,30000,143997.0318,3107.12671,0,15130.75264,1,185,157040.4,126188.6,30851.8,0,1,0.916667,0,0,0.916667
3391,26,Nontaburi,6,30000,2061.02367,3820.86744,1,4977.26827,1,14,12345,6530,5815,0,0.583333,0.416667,0,0,0
3392,23,Nontaburi,6,30000,3848.09455,9123.99567,0,9135.20763,0.363636,0,0,0,0,16613.22544,0,0,0.083333,2,0
3393,30,Nontaburi,6,30000,24892.60383,691.24834,0,1377.75633,1,0,0,0,0,11617.23244,0,0,0.166667,4,0.083333
3394,32,Nontaburi,6,30000,40224.40372,5202.55336,0,13645.28932,0.818182,1,0.1,0.1,0,33405.57989,0.090909,0,0.272727,12,0.125
3395,29,Nontaburi,6,30000,4676.74193,2162.89689,0,3293.88289,1,1,728.4,728.4,0,0,0.083333,0,0,0,0
3396,25,Nontaburi,6,30000,6225.29592,6226.51831,0,25378.92884,1,0,0,0,0,2126.076072,0,0,0.25,3,0
3397,30,Chaingmai,6,30000,18716.58725,1736.10118,0,2319.95439,1,67,23102.1,16605.1,6497,0,1,0.916667,0,0,0.727273
3398,22,Nontaburi,6,30000,3852.90048,4731.06541,0,12221.64025,1,0,0,0,0,14386.05719,0,0,0.416667,10,0
3399,22,Nontaburi,6,30000,9020.82618,4115.44387,0,12203.59151,1,10,5683,0,5683,0,0.833333,0.75,0,0,0
3400,26,Nontaburi,6,30000,5918.67645,1573.74987,0,335.28505,0.818182,17,4775,1935,2840,0,0.583333,0.333333,0,0,0.625
3401,32,Nontaburi,6,30000,6850.53764,9194.57678,1,26967.74474,1,0,0,0,0,836.373762,0,0,0.083333,1,0
3402,23,Nontaburi,6,30000,28044.03394,8536.80867,0,17844.21367,0.818182,0,0,0,0,23540.56594,0,0,0.25,4,0.111111
3403,20,Nontaburi,6,30000,9445.91497,12496.95933,0,27374.20448,1,0,0,0,0,1542.88701,0,0,0.25,6,0
3404,23,Nontaburi,6,30000,8645.27484,8672.01399,0,24947.74127,1,1,2500,2500,0,16826.10137,0.083333,0,0.333333,7,0
3405,32,Nontaburi,6,30000,7738.31303,6718.34242,0,25988.02288,1,0,0,0,0,1115.457186,0,0,0.083333,1,0
3406,29,Nontaburi,6,30000,184.96532,11517.77196,0,3905.5064,1,16,12619.9,11419.9,1200,0,0.5,0.416667,0,0,0
3407,30,Nontaburi,6,30000,6586.1387,5828.79568,0,25863.57487,1,0,0,0,0,1536.603426,0,0,0.083333,1,0
3408,21,Nontaburi,6,30000,6927.76517,3896.3531,0,15431.94492,1,1,1600,1600,0,17739.57249,0.083333,0,0.25,4,0
3409,28,Nontaburi,6,30000,3202.18246,1741.1997,0,289.24276,1,12,3246,0,3246,0,1,1,0,0,0.833333
3410,28,Nontaburi,6,30000,3479.11693,1463.17275,0,333.1938,0.818182,8,2795.6,0,2795.6,0,0.666667,0.583333,0,0,0.285714
3411,24,Nontaburi,6,30000,35376.93441,11054.00886,0,27195.26277,1,7,4480.7,4480.7,0,20848.58908,0.25,0,0.333333,4,0.083333
3412,25,Nontaburi,6,30000,19421.40315,1889.98017,0,5277.61784,1,32,27025.7,19427.7,7598,0,1,0.75,0,0,0.083333
3413,26,Nontaburi,6,30000,9127.37392,1143.37421,0,152.36618,0.272727,1,1615,1615,0,0,0.166667,0,0,0,0
3414,26,Nontaburi,6,30000,4708.41807,9124.79272,0,20938.44656,1,0,0,0,0,7847.38857,0,0,0.083333,2,0
3416,27,Nontaburi,6,30000,8692.53948,46829.65732,0,30376.08728,1,3,1734.8,1734.8,0,2295.49473,0.166667,0,0.166667,6,0
3417,24,Nontaburi,6,30000,6794.31948,1266.92506,0,1262.89657,0.909091,4,3666.8,0,3666.8,1051.70403,0.333333,0.333333,0.166667,2,0.181818
3418,30,Nontaburi,6,30000,7147.38754,7995.91816,0,28660.54641,1,0,0,0,0,1421.734008,0,0,0.25,4,0
3419,38,Bangkok,6,30000,89875.34163,3327.87755,0,5347.5165,0.545455,2,30446,30446,0,4105.614558,0.166667,0,0.083333,1,0.333333
3420,29,Nontaburi,6,30000,6406.07666,2897.47401,0,11769.92085,1,7,8900,4000,4900,0,0.583333,0.416667,0,0,0
3421,28,Nontaburi,6,30000,1257.80361,1645.19883,0,148.71714,0.545455,1,627,627,0,0,0.083333,0,0,0,0
3422,23,Nontaburi,6,30000,916.92752,261431.7049,0,30346.86119,1,0,0,0,0,2220.589548,0,0,0.083333,2,0
3423,25,Nontaburi,6,30000,6160.95965,4672.39217,0,13689.9507,1,20,5213.1,1400,3813.1,0,1,1,0,0,0
3424,23,Nontaburi,5,30000,5080.56466,12673.7587,0,28561.6815,1,1,295,295,0,618.846336,0.1,0,0.3,4,0
3425,25,Nontaburi,6,30000,5847.87421,2674.30198,0,12034.64556,1,4,4400,0,4400,8832.367542,0.333333,0.25,0.083333,3,0
3426,25,Nontaburi,6,30000,2459.14697,5644.72958,0,10319.36983,0.727273,9,23080,6080,17000,0,0.416667,0.333333,0,0,0
3427,28,Nontaburi,6,30000,8602.65446,2270.04657,0,7056.45246,1,14,13252.1,10172.1,3080,0,0.75,0.416667,0,0,0
3428,26,Nontaburi,6,30000,46341.33777,4762.17118,0,3664.41008,0.636364,0,0,0,0,17032.51865,0,0,0.083333,3,0.25
3429,26,Nontaburi,6,30000,8936.2955,4699.90207,0,22977.08974,1,0,0,0,0,4785.220644,0,0,0.083333,2,0
3430,25,Nontaburi,6,30000,5850.22975,2515.39573,0,10558.33418,1,13,3515.4,615.4,2900,0,1,0.916667,0,0,0
3431,28,Nontaburi,6,30000,2864.31721,913.1394,0,368.68847,1,6,3600,0,3600,0,0.5,0.416667,0,0,0
3432,28,Nontaburi,6,30000,26071.10273,4716.42521,0,11544.10108,0.909091,0,0,0,0,15560.39311,0,0,0.083333,1,0.090909
3433,29,Nontaburi,6,30000,3327.55679,4411.15564,0,12124.26549,1,2,2652.2,2652.2,0,0,0.166667,0,0,0,0
3434,23,Nontaburi,6,30000,8605.45375,1922.01279,0,1445.13072,0.727273,12,7585,0,7585,0,0.666667,0.583333,0,0,0.142857
3435,25,Nontaburi,6,30000,3813.599,1719.03711,0,1284.8978,1,34,4628.6,0,4628.6,0,1,1,0,0,0
3436,24,Nontaburi,6,30000,17486.87628,9843.31832,0,23626.43772,1,97,28269.9,14965.9,13304,0,1,1,0,0,0
3437,30,Nontaburi,6,30000,1911.11587,2858.84887,0,7451.57677,1,2,4851.7,4851.7,0,0,0.166667,0,0,0,0
3439,34,Nontaburi,6,30000,34623.86054,4050.78016,0,13724.86104,1,61,30052.5,15079.9,14972.6,1890.720534,1,1,0.166667,2,0
3440,21,Nontaburi,6,30000,5494.57948,5579.16999,0,23769.65338,1,0,0,0,0,7931.436972,0,0,0.333333,4,0
3441,27,Nontaburi,6,30000,34186.79368,4776.74801,0,15655.77135,1,0,0,0,0,16058.85705,0,0,0.333333,6,0.090909
3442,24,Nontaburi,6,30000,9782.90582,2167.4072,0,3374.78135,1,0,0,0,0,9724.046106,0,0,0.416667,9,0
3443,23,Nontaburi,6,30000,6533.06123,8975.4649,0,28785.28369,1,0,0,0,0,9381.109278,0,0,0.25,4,0
3444,27,Nontaburi,6,30000,12094.22549,7085.62869,0,24890.57383,1,0,0,0,0,10010.42032,0,0,0.166667,2,0
3445,20,Nontaburi,6,30000,5080.48005,8550.2392,0,28366.05817,1,0,0,0,0,12150.1365,0,0,0.25,8,0
3446,24,Nontaburi,6,30000,24702.55953,1763.61201,0,2292.95689,1,14,20998.9,20998.9,0,0,1,0,0,0,0
3447,23,Nontaburi,6,30000,7379.32369,7367.50992,0,26324.69367,1,0,0,0,0,3215.733072,0,0,0.25,4,0
3448,22,Nontaburi,6,30000,7086.89089,10302.66046,0,25182.48504,1,17,10861.7,10131.7,730,2923.583952,0.75,0.25,0.25,7,0
3449,21,Chaingmai,6,30000,5480.68694,12989.76568,0,27916.52315,1,0,0,0,0,1376.503278,0,0,0.272727,3,0
3450,28,Nontaburi,6,30000,2712.34786,1629.88745,0,1651.92464,1,10,2063.2,0,2063.2,0,0.833333,0.833333,0,0,0
3451,22,Nontaburi,6,30000,4466.60021,1602.29568,0,1857.25079,0.818182,8,4560.5,0,4560.5,0,0.416667,0.333333,0,0,0
3452,27,Nontaburi,6,30000,7164.17015,9477.44413,0,25456.14986,1,0,0,0,0,8122.822224,0,0,0.333333,8,0
3453,26,Nontaburi,6,30000,3747.82336,683.95337,0,678.6054,0.363636,9,2956.4,1890,1066.4,0,0.666667,0.666667,0,0,0
3454,27,Nontaburi,6,30000,5773.79225,1828.70068,0,682.22735,0.909091,22,5376.8,0,5376.8,0,0.916667,0.916667,0,0,0.454545
3455,28,Nontaburi,6,30000,5340.51634,19000.25531,0,28091.25422,1,1,655,655,0,0,0.083333,0,0,0,0
3456,32,Nontaburi,6,30000,3598.86515,175634.8542,0,29641.24423,1,2,1180.5,0,1180.5,943.807068,0.083333,0.083333,0.25,4,0
3457,27,Nontaburi,6,30000,9704.8092,670.64056,0,801.67956,0.545455,12,10535.2,10535.2,0,0,0.416667,0,0,0,0.125
3458,28,Nontaburi,6,30000,30046.55015,5867.63635,0,23040.87171,1,0,0,0,0,21068.21404,0,0,0.166667,3,0.083333
3459,32,Nontaburi,6,30000,13903.88571,4034.9587,0,17478.58092,1,30,30484,25008,5476,716.020866,0.75,0.333333,0.083333,1,0
3460,24,Nontaburi,6,30000,5250.03763,9943.87979,0,26373.34329,1,0,0,0,0,7224.412002,0,0,0.583333,14,0
3461,29,Nontaburi,6,30000,6473.6814,5875.45978,0,27089.687,1,0,0,0,0,9932.737824,0,0,0.166667,4,0
3462,27,Nontaburi,5,30000,2883.66557,6059.21914,0,15308.83538,1,10,9646.7,9646.7,0,0,0.3,0,0,0,0
3463,30,Nontaburi,6,30000,19511.16757,3343.01206,0,11194.64067,1,0,0,0,0,4489.450362,0,0,0.25,4,0
3464,21,Nontaburi,6,30000,8935.86488,6373.50978,0,26557.15643,1,0,0,0,0,13076.69528,0,0,0.416667,7,0
3465,31,Nontaburi,6,30000,34369.11086,7118.94455,0,22015.33726,1,0,0,0,0,16318.69751,0,0,0.166667,4,0.083333
3466,31,Nontaburi,6,30000,8987.51834,8629.81582,0,19874.74619,1,30,22540.3,16073.9,6466.4,5931.1089,0.75,0.75,0.083333,1,0
3467,25,Nontaburi,6,30000,5777.25789,16834.82088,1,29312.37524,1,3,1500,1500,0,8604.812118,0.083333,0,0.083333,3,0
3468,28,Nontaburi,6,30000,3982.57086,2359.57305,0,12078.86609,1,2,1430,0,1430,8150.371044,0.166667,0.083333,0.166667,2,0
3469,22,Nontaburi,6,30000,5143.38268,7964.76168,0,9071.20507,0.363636,4,980,0,980,16101.40142,0.333333,0.25,0.083333,3,0
3470,24,Bangkok,6,30000,41035.82568,18727.52158,0,28787.15983,1,28,9091.6,5137.8,3953.8,15604.82296,0.75,0.666667,0.25,13,0.083333
3471,29,Nontaburi,6,30000,5661.3825,9704.17924,0,19398.22738,0.909091,29,11302.5,11302.5,0,10869.29404,0.583333,0,0.5,20,0
3472,23,Nontaburi,6,30000,11894.18494,26480.04763,1,29005.9088,1,2,5884.8,5884.8,0,0,0.166667,0,0,0,0
3473,23,Nontaburi,6,30000,16059.39594,1354.74623,0,3803.51858,0.909091,9,12162.1,12162.1,0,870.34917,0.166667,0,0.083333,1,0.111111
3474,28,Chaingmai,6,30000,4548.56663,5570.16549,0,15891.41901,1,0,0,0,0,8322.47022,0,0,0.25,10,0
3475,26,Nontaburi,3,30000,3007.1395,4054.61471,0,19509.56894,0.833333,0,0,0,0,17065.8449,0,0,0.166667,2,0
3476,20,Nontaburi,6,30000,7258.15797,8336.36185,0,28523.54665,1,6,4248.4,4248.4,0,0,0.416667,0,0,0,0
3478,24,Nontaburi,6,30000,4245.95959,2589.59313,0,4100.21801,0.636364,24,14387.6,10606.6,3781,0,0.583333,0.333333,0,0,0
3479,28,Nontaburi,6,30000,4761.94293,1743.58116,0,1487.321,1,12,5326.6,3426.6,1900,0,0.416667,0.25,0,0,0.083333
3480,24,Nontaburi,6,30000,4745.60258,3408.79992,0,13754.27868,1,0,0,0,0,9953.329614,0,0,0.166667,2,0
3481,21,Nontaburi,6,30000,9707.16436,4749.57649,0,18622.69621,0.909091,0,0,0,0,17608.89845,0,0,0.5,10,0
3482,27,Nontaburi,6,30000,5100.67074,4687.09937,0,22672.45868,1,0,0,0,0,15467.71559,0,0,0.416667,5,0
3483,23,Nontaburi,6,30000,6178.83193,5904.7289,0,23081.91918,1,1,478,0,478,0,0.083333,0.083333,0,0,0
3484,30,Nontaburi,6,30000,31693.87626,5103.04379,0,11491.60308,1,1,306,306,0,674.314752,0.083333,0,0.25,3,0
3485,33,Nontaburi,6,30000,7978.2877,9374.54272,0,28063.43181,1,0,0,0,0,1646.779524,0,0,0.083333,3,0
3486,24,Nontaburi,6,30000,6182.34466,7620.82055,0,28373.22217,1,1,350,350,0,4827.12324,0.083333,0,0.666667,12,0
3487,32,Nontaburi,6,30000,7120.05753,9416.43087,0,28547.16657,1,0,0,0,0,2003.506068,0,0,0.166667,2,0
3488,28,Bangkok,6,30000,75745.77354,2378.24379,0,7522.6105,1,19,40198.6,36278.6,3920,33795.29702,0.916667,0.583333,0.333333,10,0.875
3489,22,Nontaburi,5,30000,4601.03356,4554.0632,0,21870.0313,0.9,0,0,0,0,5356.756842,0,0,0.1,2,0
3490,37,Bangkok,6,30000,71097.95209,51141.10493,0,29627.57731,1,47,43986.5,3000,40986.5,14902.60887,1,1,0.333333,9,0.083333
3491,29,Nontaburi,6,30000,15209.23579,18419.72209,0,29488.81234,1,15,8404.8,5100,3304.8,2470.968606,0.5,0.333333,0.166667,7,0
3492,32,Nontaburi,6,30000,28839.11526,2927.20686,1,5891.30175,1,17,16695.8,10605.8,6090,0,0.75,0.416667,0,0,0
3493,28,Nontaburi,6,30000,3733.06733,2315.73591,0,10894.75719,1,0,0,0,0,1724.18937,0,0,0.083333,1,0
3494,27,Bangkok,6,30000,80648.91702,8834.16435,0,22400.79824,1,0,0,0,0,47735.78771,0,0,0.333333,8,0.166667
3495,30,Nontaburi,6,30000,7719.05711,7787.39379,0,26519.66491,1,0,0,0,0,10081.44743,0,0,0.25,5,0
3496,21,Nontaburi,6,30000,16162.15963,1215.50312,0,6699.73636,0.545455,0,0,0,0,8876.643432,0,0,0.166667,3,0
3497,22,Nontaburi,6,30000,6020.03541,1240.74597,0,149.447,0.636364,7,3815,0,3815,0,0.583333,0.583333,0,0,0.666667
3498,21,Nontaburi,6,30000,0,0,0,1440.80651,1,20,15265.4,10056.9,5208.5,0,0.75,0.5,0,0,0
3499,20,Nontaburi,6,30000,33980.82374,6787.00673,0,20244.88164,1,0,0,0,0,8249.245458,0,0,0.083333,1,0.083333
3500,29,Nontaburi,5,30000,6420.35001,5795.22074,1,21787.33642,1,0,0,0,0,5932.225266,0,0,0.1,1,0
3501,36,Nontaburi,6,30000,58741.01847,1512.81295,0,2237.86947,1,53,50944.1,37444.1,13500,6458.556816,1,0.416667,0.166667,4,0.666667
3502,31,Nontaburi,6,30000,6293.01315,8115.17014,1,25466.77419,1,0,0,0,0,3334.146468,0,0,0.333333,4,0
3503,22,Nontaburi,6,30000,8198.81055,607.27594,0,52.65937,0.363636,1,225,0,225,0,0.083333,0.083333,0,0,0
3504,20,Nontaburi,6,30000,28776.97274,2551.98463,0,7917.78273,0.818182,0,0,0,0,18348.57916,0,0,0.416667,7,0.142857
3505,23,Nontaburi,6,30000,6068.0074,10640.70359,0,27545.27855,1,0,0,0,0,875.988966,0,0,0.083333,1,0
3506,29,Nontaburi,6,30000,2265.5628,1670.90135,0,1495.40627,0.636364,19,6561.6,1869,4692.6,5408.75091,0.583333,0.5,0.083333,1,0
3507,26,Nontaburi,6,30000,1503.81107,532.94711,0,18.69435,0.454545,0,2.4,2.4,0,0,0.083333,0,0,0,0
3508,25,Nontaburi,6,30000,8306.07554,7076.07834,0,28436.42245,1,5,1167.5,1167.5,0,1379.705154,0.166667,0,0.083333,2,0
3509,20,Nontaburi,6,30000,3018.92766,1658.77993,0,330.15501,0.727273,9,2955.6,1080,1875.6,0,0.666667,0.5,0,0,0.625
3510,21,Nontaburi,6,30000,8393.54624,9675.65584,0,28036.63441,1,6,814.1,0,814.1,0,0.5,0.5,0,0,0
3511,22,Nontaburi,5,30000,3936.15017,1922.11742,0,7433.8993,0.7,4,15306.3,15306.3,0,0,0.2,0,0,0,0
3512,23,Nontaburi,6,30000,15751.10682,1546.12528,0,1428.33472,1,22,14001.8,850,13151.8,0,0.916667,0.833333,0,0,0.636364
3513,25,Nontaburi,6,30000,7553.13452,11673.16335,0,28175.9092,1,2,379.2,0,379.2,0,0.166667,0.166667,0,0,0
3514,20,Bangkok,6,30000,61682.38025,6957.13182,0,17844.47292,1,2,2330.9,2330.9,0,26815.79814,0.090909,0,0.272727,6,0.181818
3515,27,Nontaburi,6,30000,7290.64946,18213.39762,0,28756.69063,1,0,0,0,0,4445.180766,0,0,0.25,8,0
3516,34,Nontaburi,6,30000,43997.23425,5002.76155,0,16412.51218,0.727273,0,0,0,0,17940.99323,0,0,0.166667,4,0.142857
3517,29,Nontaburi,5,30000,16077.40298,5216.46758,0,24211.06175,0.9,0,0,0,0,22210.70328,0,0,0.3,8,0
3518,32,Nontaburi,6,30000,19645.78805,2768.45199,0,8906.33006,0.909091,9,7567.3,7567.3,0,0,0.416667,0,0,0,0
3519,27,Nontaburi,6,30000,7495.22371,4398.64871,0,18637.87327,1,0,0,0,0,11988.36641,0,0,0.083333,1,0
3520,25,Nontaburi,6,30000,7553.00687,1493.06085,0,426.8579,0.909091,20,7080,3260,3820,0,0.75,0.5,0,0,0.625
3521,27,Nontaburi,6,30000,8312.94005,2375.2827,0,395.57369,0.363636,1,456.5,456.5,0,0,0.083333,0,0,0,0
3522,23,Nontaburi,5,30000,5008.33154,6728.90662,0,11849.24492,0.9,7,3060,2340,720,7886.658666,0.4,0.3,0.2,8,0
3523,32,Nontaburi,6,30000,6929.53519,6069.26044,0,24501.04201,1,0,0,0,0,3945.151278,0,0,0.083333,1,0
3524,21,Nontaburi,6,30000,7185.624,5635.56704,0,22755.3087,1,25,13436.5,12622.9,813.6,0,1,1,0,0,0
3525,29,Chaingmai,6,30000,7829.54766,2041.54837,0,9841.35371,1,5,5995.8,5900,95.8,0,0.333333,0.083333,0,0,0
3526,26,Nontaburi,6,30000,16913.52849,10510.43802,0,27325.51701,1,53,10430.3,3089.7,7340.6,740.809368,1,1,0.083333,1,0
3527,24,Nontaburi,6,30000,6283.1462,12886.95715,0,29441.56996,1,1,122.2,122.2,0,1468.167942,0.083333,0,0.166667,2,0
3528,24,Nontaburi,6,30000,6646.35735,8804.27416,0,27137.49041,1,0,0,0,0,1908.210504,0,0,0.333333,4,0
3529,22,Nontaburi,6,30000,3069.60201,1743.29733,0,955.97121,1,3,1019.7,1019.7,0,587.526204,0.25,0,0.166667,3,0
3530,21,Nontaburi,6,30000,5661.06669,4035.1514,0,19577.12033,1,4,2767.6,0,2767.6,0,0.333333,0.333333,0,0,0
3531,29,Nontaburi,6,30000,2557.79858,4898.0832,1,10334.98736,1,1,217.5,0,217.5,7432.481682,0.083333,0.083333,0.333333,5,0
3532,30,Nontaburi,6,30000,4786.32499,10803.5048,1,25525.97938,1,24,5506.2,0,5839.5,0,1,0.916667,0,0,0
3533,28,Nontaburi,6,30000,11353.63289,2372.76808,0,10305.03395,1,2,252.6,252.6,0,0,0.166667,0,0,0,0
3534,25,Nontaburi,6,30000,5743.21262,1655.86015,0,738.76478,1,12,6000,0,6000,0,0.666667,0.666667,0,0,1
3535,28,Nontaburi,6,30000,2643.90903,1676.72071,0,265.47229,0.636364,7,2245.6,0,2245.6,0,0.583333,0.5,0,0,0.6
3536,20,Nontaburi,6,30000,6837.69908,7507.41405,0,25254.25787,1,0,0,0,0,17355.06742,0,0,0.090909,2,0
3537,25,Bangkok,6,30000,45136.86142,5833.36071,0,25713.11375,1,0,0,0,0,39223.67119,0,0,0.583333,16,0.1
3538,20,Nontaburi,6,30000,28657.59368,1910.98681,0,2122.82538,0.545455,10,16989,16989,0,0,0.25,0,0,0,1
3539,26,Nontaburi,6,30000,6651.68762,6567.12649,0,27598.01583,1,0,0,0,0,6383.11647,0,0,0.333333,6,0
3540,29,Nontaburi,6,30000,18284.11354,11094.49182,0,27919.30619,1,6,2315.2,0,2315.2,0,0.5,0.5,0,0,0
3541,28,Nontaburi,4,30000,25851.10269,1021.77146,0,2936.14532,0.857143,11,8396.1,8396.1,0,12112.76609,0.714286,0,0.857143,12,0.5
3542,26,Nontaburi,6,30000,4202.83303,4503.02969,0,15393.75352,1,1,1000,1000,0,0,0.083333,0,0,0,0
3543,28,Nontaburi,6,30000,32843.0732,9965.58096,0,23612.37383,1,0,0,0,0,25400.47864,0,0,0.416667,14,0.083333
3544,23,Nontaburi,6,30000,25343.36507,1216.67988,0,3133.60445,0.818182,10,10319.1,10319.1,0,0,0.5,0,0,0,0.111111
3545,25,Nontaburi,6,30000,2842.00413,3516.86512,0,8699.47607,1,0,0,0,0,5251.654548,0,0,0.25,4,0
3546,27,Nontaburi,6,30000,4323.61276,3007.64907,0,14092.06763,1,1,1435,1435,0,0,0.083333,0,0,0,0
3547,27,Nontaburi,6,30000,0,0,0,8.59447,0.454545,1,230,230,0,0,0.083333,0,0,0,0
3548,23,Nontaburi,6,30000,31584.173,4814.38547,0,5524.64447,0.818182,35,18668.1,10751.7,7916.4,0,0.666667,0.583333,0,0,0.111111
3549,23,Nontaburi,6,30000,5042.62605,5696.31323,0,22554.08224,0.909091,0,0,0,0,16235.03996,0,0,0.181818,3,0
3550,25,Nontaburi,4,30000,2677.07871,1171.31173,0,8227.55885,1,10,5311.4,3592.4,1719,0,1,0.571429,0,0,0
3551,28,Nontaburi,5,30000,4467.76969,7336.2973,0,27855.84338,1,0,0,0,0,865.983108,0,0,0.1,1,0
3552,22,Nontaburi,6,30000,33126.51656,3101.79028,0,11605.14847,1,89,37267.9,6640,30627.9,0,1,1,0,0,0.083333
3553,28,Nontaburi,3,30000,415.80849,815.95815,0,221.51355,0.333333,3,1348.7,649.8,698.9,0,0.333333,0.166667,0,0,0
3554,32,Nontaburi,6,30000,6614.37579,7689.49382,0,26669.03576,1,0,0,0,0,4676.381526,0,0,0.166667,2,0
3555,25,Nontaburi,6,30000,4506.33632,1669.29549,0,639.30277,0.545455,10,6269.8,5891,378.8,0,0.416667,0.083333,0,0,0.5
3556,20,Nontaburi,6,30000,11378.65785,1626.10445,0,713.45309,1,12,11667.6,0,11667.6,0,1,1,0,0,0.75
3557,26,Nontaburi,6,30000,3396.12072,5125.8683,0,5463.98561,0.272727,0,0,0,0,14991.28571,0,0,0.25,7,0
3558,25,Nontaburi,6,30000,7750.85467,1776.69243,0,277.42435,0.272727,3,3032.4,0,3032.4,0,0.25,0.166667,0,0,0
3559,24,Nontaburi,6,30000,12821.8451,575.70471,0,51.807,0.363636,0,0,0,0,7701.260262,0,0,0.083333,1,0
3560,29,Nontaburi,6,30000,1899.04819,1371.73328,0,226.95131,1,12,2011.8,2011.8,0,0,1,0,0,0,0.363636
3561,29,Nontaburi,6,30000,5000.83333,3539.18592,0,15000.34488,1,6,2744.5,2394.5,350,5336.301498,0.25,0.083333,0.25,4,0
3562,26,Nontaburi,6,30000,10957.52072,2707.36901,0,10892.19786,1,11,6391.5,6391.5,0,2662.008024,0.416667,0,0.333333,5,0
3563,29,Nontaburi,6,30000,2130.66673,822.49496,0,28.72146,0.181818,1,370,370,0,0,0.083333,0,0,0,0
3564,29,Nontaburi,6,30000,6025.63865,6484.59886,0,22866.73155,0.818182,0,0,0,0,15707.58542,0,0,0.083333,2,0
3565,24,Nontaburi,6,30000,6474.37157,9576.31664,1,26085.12452,1,1,642,642,0,0,0.083333,0,0,0,0
3566,25,Nontaburi,6,30000,5770.23407,1160.58011,0,195.89561,0.545455,6,2998.4,2998.4,0,0,0.416667,0,0,0,0.8
3567,23,Nontaburi,6,30000,18289.65302,2088.22523,0,5663.83268,1,44,14541.6,10432.5,4109.1,0,1,1,0,0,0
3568,22,Nontaburi,6,30000,11206.5839,1311.79377,0,2296.67169,1,0,0,0,0,5912.026938,0,0,0.083333,1,0.1
3569,28,Nontaburi,6,30000,5407.03321,3597.15011,0,12360.18537,0.909091,0,0,0,0,12797.91435,0,0,0.25,3,0
3570,24,Nontaburi,6,30000,7131.79379,10131.77624,0,26798.11246,1,0,0,0,0,927.777702,0,0,0.083333,1,0
3571,28,Nontaburi,5,30000,8165.82936,1226.53219,0,644.91497,1,12,8559.9,0,8559.9,0,1,0.7,0,0,1
3572,26,Nontaburi,6,30000,5668.57973,415.4037,0,489.26154,0.272727,1,3057.9,3057.9,0,0,0.090909,0,0,0,0
3573,34,Nontaburi,6,30000,34342.24242,5890.95389,0,20197.68435,0.727273,2,3266.4,3266.4,0,0,0.166667,0,0,0,0
3574,25,Nontaburi,6,30000,8570.62706,3750.80858,0,13071.77673,1,0,0,0,0,2611.441302,0,0,0.25,3,0
3575,29,Bangkok,6,30000,108937.7844,547.65004,0,243.89998,0.181818,0,0,0,0,8216.19609,0,0,0.083333,1,1
3576,31,Nontaburi,6,30000,3897.87483,4216.67803,0,14716.40654,1,3,2856.9,2856.9,0,2782.879566,0.25,0,0.25,4,0
3577,23,Nontaburi,6,30000,38451.44477,7098.72779,0,15379.35236,0.818182,1,680,680,0,0,0.083333,0,0,0,0
3578,25,Nontaburi,6,30000,5474.24357,6471.11708,0,17918.5654,1,5,713.8,0,713.8,0,0.416667,0.416667,0,0,0
3579,29,Nontaburi,6,30000,3824.25723,2928.38637,0,8140.85729,0.818182,0,0,0,0,6522.869088,0,0,0.166667,2,0
3580,23,Nontaburi,5,30000,5788.21763,4731.68189,0,12375.10447,0.555556,0,0,0,0,17488.60462,0,0,0.111111,2,0
3581,28,Nontaburi,6,30000,6869.35875,1501.08154,0,245.69042,1,23,5329.3,0,5329.3,0,1,1,0,0,0.8
3582,29,Nontaburi,6,30000,8853.66764,1743.43817,0,1177.06441,1,14,7184.4,0,7184.4,0,1,1,0,0,0.333333
3583,23,Nontaburi,6,30000,1372.17255,812.63818,0,147.75035,1,4,804.4,0,804.4,0,0.333333,0.333333,0,0,0.083333
3584,31,Nontaburi,6,30000,8136.86705,14493.54152,0,27782.20254,1,0,0,0,0,598.740696,0,0,0.083333,2,0
3585,21,Nontaburi,6,30000,8288.943,1756.29153,0,1706.17046,0.727273,1,3500,3500,0,0,0.083333,0,0,0,0.142857
3586,26,Nontaburi,6,30000,7081.00631,1549.6528,0,5482.52892,1,1,2084.1,2084.1,0,9803.610534,0.083333,0,0.333333,6,0
3587,24,Nontaburi,6,30000,3402.01751,554.10769,0,2453.36939,0.363636,1,9090,9090,0,0,0.083333,0,0,0,0
3588,32,Nontaburi,6,30000,6689.18811,5532.43869,0,23414.01664,1,0,0,0,0,10909.83785,0,0,0.416667,5,0
3589,26,Nontaburi,6,30000,8103.89383,11473.76672,0,28196.30553,1,0,0,0,0,1383.261222,0,0,0.25,7,0
3591,30,Nontaburi,6,30000,7279.29858,50.3821,0,119.02047,0.818182,0,0,0,0,2897.955402,0,0,0.083333,1,0.142857
3592,27,Nontaburi,4,30000,9571.52839,1163.55394,0,1336.8751,1,15,11392,0,11392,0,1,0.875,0,0,0.833333
