id,date,price,zipcode,lat,long,bedrooms,bathrooms,living_area,land_area,living_area17,land_area17,area_above,area_under,floors,waterfront,viewed,condition,grade,yr_built,yr_renovated
75741,20170414,255544,30133,37.7503,102.334,3,1,1360,6186,1610,7453,760,600,1.5,0,0,4,6,1941,0
75744,20160801,605000,30008,37.6379,102.112,3,1.75,1850,8823,1880,7580,1370,480,1,0,0,4,8,1973,0
75760,20170128,545000,30032,37.3557,102.29,4,2,5461,22880,1940,10995,3265,2196,1,0,0,4,9,1964,0
75770,20161029,465000,30001,37.3558,102.29,3,3,2290,15600,1890,14143,1420,870,1,0,0,3,8,1948,1990
75721,20160707,747500,30028,37.7473,102.257,4,2.25,2350,18600,2880,14400,2350,0,2,0,0,4,9,1977,0
75787,20170311,725000,30004,37.6023,102.205,3,1.75,1630,9000,1880,9000,960,670,1,0,0,3,7,1955,0
75760,20170330,605000,30004,37.6021,102.202,2,1,860,6510,1740,10800,860,0,1,0,0,3,7,1952,0
75870,20170425,490000,30116,37.5689,102.393,3,1,960,5750,1520,5750,960,0,1,0,0,3,7,1951,0
75795,20170407,630000,30116,37.5686,102.392,4,2,2480,3680,1500,5750,1470,1010,1.5,0,0,4,7,1916,0
75840,20160814,359000,30133,37.7659,102.341,3,1.75,2200,11520,1690,8038,2200,0,1,0,0,4,7,1952,0
77505,20160814,324950,30178,37.4909,102.257,4,1.75,2320,9240,2130,7320,1160,1160,1,0,0,3,7,1959,2014
77530,20160522,353000,30122,37.616,102.314,1,1,550,1279,1460,1385,550,0,2,0,0,3,7,2008,0
77539,20160924,675000,30112,37.6195,102.313,3,1.5,2510,3600,1740,1885,2510,0,2.5,0,0,4,8,1907,0
77578,20170209,530000,30102,37.6192,102.316,2,1.75,1170,976,1280,1183,780,390,2,0,0,3,9,2010,0
77525,20160519,640000,30122,37.6179,102.318,2,2.25,1540,958,1410,958,1540,0,3,0,0,3,9,2007,0
77531,20160701,640000,30122,37.6181,102.318,2,2.25,1540,965,1410,964,1540,0,3,0,0,3,9,2007,0
77577,20160617,729000,30102,37.6192,102.319,3,1,1580,3840,1680,2624,1580,0,2,0,0,3,8,1908,0
77482,20170226,525000,30102,37.6208,102.319,3,1,1010,3520,1300,1233,1010,0,1,0,0,3,7,1902,0
77517,20160828,550000,30102,37.6209,102.317,3,1.75,1650,3200,1500,2400,1650,0,1.5,0,0,3,8,1901,0
77529,20170414,350000,30042,37.351,102.146,4,2.5,2530,10155,2330,7205,2530,0,2,0,0,3,8,1998,0
77540,20161001,770000,30105,37.6675,102.276,3,1.75,1900,6334,1530,6334,1450,450,1,0,2,3,8,1948,0
77610,20161007,712500,30105,37.6674,102.279,5,2,2280,5400,1770,5000,1340,940,1.5,0,0,4,7,1947,0
77594,20160711,199990,30022,37.2003,101.996,2,1,890,6430,1460,6430,890,0,1,0,0,3,6,1935,1997
77599,20170220,210000,30022,37.2008,101.995,2,1,900,5000,1150,5000,900,0,1,0,0,5,6,1930,1990
77623,20160818,631750,30117,37.6902,102.382,3,1.75,2360,4063,1660,4063,1180,1180,1,0,0,5,7,1940,0
77643,20160910,549950,30117,37.6898,102.384,2,1,1260,4000,1780,4000,1000,260,1,0,0,3,7,1940,0
77618,20170507,709000,30117,37.6894,102.384,4,1.75,2170,4600,1750,4000,1270,900,1,0,0,3,7,1950,0
77638,20160703,588000,30117,37.6892,102.386,5,3,2190,4900,1370,4606,1490,700,2,0,0,5,7,1940,0
77668,20160528,345000,30117,37.6902,102.387,2,1,1080,4000,1530,4240,1080,0,1,0,0,3,7,1940,0
77668,20170407,874950,30117,37.6902,102.387,2,1,1080,4000,1530,4240,1080,0,1,0,0,3,7,1940,0
77618,20160930,450000,30117,37.6875,102.387,2,1,1030,4365,1420,4268,1030,0,1,0,0,3,7,1942,0
77618,20160825,571000,30117,37.6885,102.386,4,1,1350,4000,1520,4000,1350,0,1.5,0,0,3,8,1930,0
77633,20160725,430000,30117,37.687,102.386,3,1.5,1580,5000,1570,4500,1290,290,1,0,0,3,8,1939,0
77633,20161223,700000,30117,37.687,102.386,3,1.5,1580,5000,1570,4500,1290,290,1,0,0,3,8,1939,0
77633,20161102,825000,30117,37.6885,102.386,4,2.5,2560,4000,1760,4000,1610,950,2,0,0,5,8,1929,0
77683,20170422,352000,30117,37.6879,102.385,2,1,940,5000,1560,4500,940,0,1,0,0,4,7,1937,0
77678,20160818,578000,30117,37.6873,102.385,3,1,1500,4500,1440,4500,1120,380,1,0,0,3,7,1938,0
77618,20160627,672500,30117,37.6876,102.384,3,2.25,2400,5300,1540,4800,1250,1150,1.5,0,0,4,7,1939,0
77668,20170508,600000,30117,37.6883,102.384,2,1,1410,4500,1300,4500,1020,390,1,0,0,3,7,1939,0
77648,20160825,597000,30117,37.688,102.383,4,2,2120,4000,1760,4000,1720,400,1.5,0,0,4,7,1927,0
77598,20170211,549010,30117,37.6863,102.382,2,1.75,1560,4141,1210,4141,880,680,1,0,0,4,7,1942,0
77608,20161218,582000,30117,37.686,102.382,2,1.75,1210,4141,1310,4141,910,300,1,0,0,4,7,1942,0
77668,20161106,555000,30117,37.686,102.384,2,1,1550,4600,1550,4600,1050,500,1,0,0,4,7,1941,0
77648,20160715,607500,30117,37.6858,102.385,3,1.5,1800,4700,1580,4700,1200,600,1,0,0,3,7,1941,0
77628,20161110,400000,30117,37.6856,102.385,3,1,1130,4100,1800,4100,990,140,1,0,0,3,7,1941,0
77649,20160822,443600,30117,37.684,102.388,3,2.5,1430,1056,1310,2135,1430,0,3,0,0,3,8,2003,0
77668,20160918,525000,30117,37.6847,102.387,2,1,880,4000,1310,4000,880,0,1,0,0,3,7,1940,0
77653,20160716,375000,30117,37.6836,102.387,3,2.5,1330,816,1330,1113,1330,0,3,0,0,3,8,2004,0
77654,20160902,375000,30117,37.6835,102.387,3,2.5,1330,1064,1330,1113,1330,0,3,0,0,3,8,2004,0
77696,20160529,305000,30117,37.6842,102.387,2,2.25,1000,905,980,1023,1000,0,3,0,0,3,8,2006,0
77603,20161015,329000,30117,37.6844,102.387,2,2.5,980,1020,980,1023,980,0,3,0,0,3,8,2008,0
77604,20161014,329900,30117,37.6844,102.387,2,2.5,980,1021,980,1023,980,0,3,0,0,3,8,2008,0
77605,20170120,352500,30117,37.6844,102.387,2,2.5,980,1010,980,1023,980,0,3,0,0,3,8,2008,0
77606,20161122,334900,30117,37.6844,102.387,2,2.5,980,1013,980,1023,980,0,3,0,0,3,8,2008,0
77638,20170304,690000,30117,37.6846,102.386,3,1,1090,4000,1520,4000,1090,0,1.5,0,0,4,7,1945,0
77628,20160620,480000,30117,37.6838,102.386,4,1,2080,5500,1280,4000,1040,1040,1,0,0,3,7,1941,0
77638,20160610,749000,30117,37.684,102.386,3,1,1580,5000,1280,4000,1580,0,1.5,0,0,3,7,1926,0
77683,20160708,427550,30117,37.6848,102.386,2,1,880,4000,1150,4000,880,0,1,0,0,3,7,1940,0
77730,20170126,438000,30006,37.5715,102.124,3,2.25,2340,14279,2340,13600,1340,1000,1,0,0,3,8,1965,0
77675,20160616,150000,30168,37.4878,102.314,3,1.5,1230,8056,850,6714,1230,0,1,0,0,4,6,1949,0
77733,20170114,270000,30168,37.4884,102.319,4,2.5,1670,8056,1360,8056,1170,500,1,0,0,3,7,1961,0
77754,20170213,334950,30168,37.487,102.32,5,3,2230,8642,2100,11056,1330,900,1,0,0,3,7,2014,0
77756,20170226,347500,30168,37.487,102.32,5,3,2230,6551,2230,9476,1330,900,1,0,0,3,7,2014,0
77820,20161002,525000,30155,37.7709,102.297,4,2.5,2520,7731,2000,7704,2520,0,2,0,0,3,9,1994,0
77745,20160729,815000,30004,37.5983,102.202,4,1.5,2060,16110,2060,16110,2060,0,1,0,0,4,8,1949,0
77824,20161028,397500,30103,37.6915,102.348,3,1,1480,5100,1300,5100,1480,0,1.5,0,0,3,7,1938,1959
77814,20170511,475000,30103,37.6915,102.345,5,1.75,2020,5100,1130,5100,1320,700,1.5,0,0,5,7,1911,0
77789,20160528,432500,30103,37.6911,102.347,3,1.75,1980,5100,1400,5100,1270,710,1,0,0,3,7,1965,0
77764,20170423,450000,30103,37.6911,102.348,2,1.5,1450,2550,1450,5100,820,630,1,0,0,3,7,1984,0
77759,20160609,428000,30103,37.6911,102.35,3,2,1310,2550,1460,5100,780,530,1,0,0,3,7,1986,0
77872,20160623,446000,30198,37.4013,102.319,2,1,2550,21675,2030,10591,1610,940,1,0,1,4,7,1958,0
77872,20160514,175000,30198,37.4017,102.321,2,1,1170,8925,1380,7440,1170,0,1,0,2,3,6,1911,0
77822,20170326,406000,30198,37.4029,102.321,4,1.5,1920,6000,1920,6000,1920,0,2,0,1,3,7,1951,0
77872,20160826,325000,30198,37.4013,102.321,3,1,1590,8160,1540,10500,1090,500,1,0,1,3,7,1954,0
77812,20160609,255000,30198,37.4039,102.323,2,1,1200,9000,1660,9000,1200,0,1,0,2,5,6,1917,0
77828,20170205,345000,30198,37.4032,102.314,3,1.5,1360,13496,1900,10538,1360,0,1,0,0,4,8,1960,0
77882,20161007,400000,30074,37.6127,102.045,3,1.75,1370,9680,1370,10208,1370,0,1,0,0,4,7,1977,0
77822,20160609,347000,30074,37.6108,102.044,3,1.75,1240,8050,1370,9856,1240,0,1,0,0,4,7,1978,0
77824,20160725,470000,30022,37.2416,101.979,3,3.5,3520,35512,2860,39614,2760,760,2,0,2,3,8,2005,0
77824,20160701,530000,30022,37.2413,101.972,3,2.5,3660,39478,2700,38312,3260,400,2,0,2,4,9,1989,0
77844,20170327,473000,30022,37.241,101.979,4,3.5,4370,37193,2860,39356,2780,1590,2,0,3,3,8,1996,0
77823,20161030,569900,30108,37.5635,102.299,5,3.25,2360,3873,1720,3071,1990,370,2,0,0,3,8,2006,0
77835,20160825,477000,30108,37.563,102.298,3,2.5,2100,5060,1520,2468,2100,0,2,0,0,3,7,2006,0
77871,20160623,160797,30108,37.5671,102.298,3,1.5,1270,2356,1490,2175,1270,0,2,0,0,3,7,2012,0
77881,20160728,182568,30108,37.5669,102.297,4,1.5,1500,2106,1490,2175,1500,0,2,0,0,3,7,2014,0
77886,20161201,175003,30108,37.5667,102.297,3,1.5,1390,1882,1490,2175,1390,0,2,0,0,3,7,2014,0
77914,20161110,440000,30108,37.5634,102.298,3,2.5,1650,4929,1520,2287,1520,130,2,0,0,3,7,2007,0
77916,20160530,330000,30108,37.5634,102.298,2,2.5,1240,1546,1520,2468,1240,0,2,0,0,3,7,2007,0
77833,20160624,395000,30108,37.5629,102.297,3,2.5,1600,1936,1600,1936,1600,0,2,0,0,3,7,2007,0
77891,20161124,430000,30108,37.5633,102.297,3,2.25,2020,2750,1720,1546,1680,340,2,0,0,3,8,2008,0
77901,20160520,415000,30108,37.5631,102.297,3,2.25,1970,2377,1690,1936,1680,290,2,0,0,3,8,2008,0
77904,20160520,380000,30108,37.563,102.297,3,1.75,1690,1468,1690,1936,1380,310,2,0,0,3,8,2008,0
77871,20170320,500000,30118,37.5622,102.292,2,2.5,1950,2162,1800,2457,1500,450,2,0,0,3,9,2012,0
77821,20160929,555000,30118,37.562,102.292,3,3.5,2100,2479,1800,2457,1450,650,2,0,0,3,9,2011,0
77851,20160930,629000,30118,37.5642,102.292,3,2.5,2160,1912,1810,2653,1970,190,2,0,0,3,9,2014,0
77881,20170414,669000,30118,37.5639,102.292,2,2.5,1640,1953,1820,2653,1640,0,2,0,0,3,10,2014,0
77901,20160627,229800,30108,37.5647,102.293,2,1.75,1110,1773,1420,2855,1110,0,2,0,0,3,8,2014,0
77884,20160731,230000,30108,37.5638,102.295,3,1.75,1140,1165,1150,1552,1140,0,2,0,0,3,8,2014,0
77888,20160707,230000,30108,37.5637,102.295,3,1.75,1140,1201,1210,1552,1140,0,2,0,0,3,8,2014,0
77871,20170512,439000,30108,37.5648,102.294,3,2.25,1430,2343,1270,1916,1430,0,2,0,0,3,8,2012,0
77891,20161124,340000,30108,37.5648,102.294,2,1.75,1270,1916,1140,1916,1270,0,2,0,0,3,8,2012,0
77851,20170113,335000,30108,37.5646,102.295,2,1.75,1270,1685,1270,1843,1270,0,2,0,0,3,8,2012,0
77851,20160917,340000,30011,37.7601,102.197,3,1.75,1270,8422,1470,8500,1270,0,1,0,0,3,7,1967,0
77857,20160731,230000,30144,37.5951,102.301,3,1.5,1040,1264,1350,3000,900,140,2,0,0,3,9,2015,0
77922,20160811,390000,30144,37.5943,102.302,2,1,930,3100,1670,3800,930,0,1,0,0,3,6,1911,0
77862,20170504,323000,30092,37.2576,102.099,4,2.75,2230,50094,2230,40770,1330,900,1,0,2,4,7,1977,0
77915,20160918,330000,30059,37.5126,102.149,4,2.25,1790,9920,1990,9648,1170,620,1,0,0,4,7,1969,0
77856,20160717,1.17E+06,30059,37.5297,102.155,6,3.5,4310,7760,4620,10217,3260,1050,2,0,0,3,10,2013,0
77886,20160714,1.03E+06,30059,37.5294,102.154,4,3.25,3600,18645,3970,10957,3000,600,2,0,1,3,10,2013,0
77937,20170506,330000,30118,37.5417,102.289,3,2.25,1960,1985,1760,1985,1750,210,2,0,0,3,7,2003,0
77967,20170507,365000,30118,37.5419,102.289,3,2.25,1960,1985,1760,1985,1750,210,2,0,0,3,7,2003,0
77887,20160730,300000,30118,37.5414,102.288,3,2.25,1960,1585,1760,1958,1750,210,2,0,0,3,7,2003,0
77947,20160805,310000,30118,37.5419,102.288,3,2.25,1960,2345,1760,1958,1750,210,2,0,0,3,7,2003,0
77927,20160802,247800,30118,37.5418,102.289,3,2.5,1580,2170,1610,1917,1580,0,2,0,0,3,7,2003,0
77887,20161002,315000,30118,37.5412,102.288,3,2.5,1570,2865,1610,2582,1570,0,2,0,0,3,7,2003,0
77907,20170129,330950,30118,37.5413,102.288,3,2.5,1630,2844,1610,2582,1630,0,2,0,0,3,7,2003,0
77910,20160620,2.11E+06,30006,37.5683,102.188,3,2.25,3230,17833,3690,17162,3230,0,2,0,0,4,9,1973,0
77950,20170506,4.21E+06,30006,37.5692,102.189,5,6,7440,21540,4740,19329,5550,1890,2,0,0,3,12,2003,0
77950,20160624,1.25E+06,30006,37.5697,102.182,4,2.5,3220,15600,2990,15600,1680,1540,1,0,0,5,9,1973,0
77920,20170501,2.85E+06,30006,37.5701,102.188,4,4,5040,17208,4050,18647,2870,2170,1,0,0,5,10,1976,0
77920,20160814,1.17E+06,30006,37.5696,102.183,5,2.75,2910,15118,2880,15253,1780,1130,1,0,0,5,9,1972,0
77957,20160605,565000,30006,37.5433,102.185,3,2.75,2390,9966,2140,10713,1360,1030,1,0,0,5,8,1977,0
77937,20170420,391000,30006,37.5455,102.184,3,2,1490,9000,2190,9000,1490,0,1,0,0,4,8,1977,0
77927,20170316,664000,30006,37.5427,102.181,4,2.75,2510,11880,2390,11211,1630,880,1,0,0,5,8,1978,0
77927,20170325,526000,30006,37.5443,102.18,3,2.25,2000,18099,2060,12000,1250,750,1,0,0,4,8,1978,0
77968,20160506,599000,30006,37.5689,102.126,4,2.25,2260,29930,2770,29930,1400,860,2,0,0,4,8,1977,0
77965,20170213,710000,30006,37.5467,102.181,3,2.5,2330,9160,2460,9160,2330,0,2,0,0,3,9,1997,0
77947,20160722,610000,30006,37.5576,102.186,5,2.75,2930,31411,3070,12378,1520,1410,1,0,0,4,9,1975,0
77982,20170125,550000,30006,37.5602,102.184,3,2.5,2140,10136,1980,11200,1320,820,1,0,0,3,8,1958,0
77927,20170128,622000,30006,37.56,102.181,4,1.75,3020,10714,2230,14400,1510,1510,1,0,0,5,8,1958,0
78013,20170408,621000,30006,37.5518,102.184,4,2.5,2030,9905,2130,10008,2030,0,1,0,0,4,8,1959,0
77993,20161211,466000,30006,37.5525,102.182,3,1.75,1680,9460,1690,9448,1680,0,1,0,0,4,7,1959,0
77918,20161125,510000,30006,37.553,102.182,4,2.5,2010,9075,1850,9220,1310,700,1,0,0,4,8,1959,0
77973,20160523,550000,30006,37.5531,102.181,3,2,1830,9152,1770,9220,1830,0,1,0,0,5,8,1959,0
77963,20160505,541125,30006,37.5563,102.184,5,2.75,2740,8426,2020,8783,1370,1370,1,0,0,4,8,1960,0
77949,20160624,464500,30006,37.5531,102.177,3,1.75,1150,10466,1350,10384,1150,0,1,0,0,5,7,1959,0
78009,20160826,400000,30006,37.5538,102.176,3,1.75,1330,9143,1950,10384,1330,0,1,0,0,3,7,1960,0
77979,20160822,585000,30006,37.5547,102.178,5,2,2560,14467,2200,10267,1280,1280,1,0,0,3,8,1960,0
77999,20160714,525000,30006,37.5552,102.178,5,2.5,2360,10081,2200,10461,1180,1180,1,0,0,4,7,1961,0
77919,20160815,550000,30006,37.5549,102.176,4,2.5,2060,9719,2050,9643,1320,740,1,0,0,4,8,1960,0
77969,20160822,600000,30006,37.5564,102.177,4,2.5,2370,9135,2050,9468,1600,770,1,0,0,4,8,1967,0
77979,20160908,550000,30006,37.5551,102.172,4,2.5,2120,9163,2120,9166,1450,670,1,0,0,4,8,1961,0
77929,20170429,648000,30006,37.553,102.174,3,1.75,1610,10229,2270,8800,1610,0,1,0,0,5,8,1961,0
77990,20160603,495000,30006,37.5491,102.17,4,2.25,2220,8872,2220,9106,1110,1110,1,0,0,4,8,1961,0
77960,20161113,472800,30006,37.5497,102.172,3,2.25,1840,8400,2110,8400,1290,550,1,0,0,3,8,1961,0
77990,20170227,500000,30006,37.5495,102.174,4,2.25,2030,8517,2230,8824,1380,650,1,0,0,4,8,1961,0
77970,20161120,496600,30006,37.5488,102.171,4,2.25,2020,8400,2060,8400,1350,670,1,0,0,4,8,1961,0
77941,20160827,515000,30006,37.5484,102.172,3,2.25,1640,8400,2110,8400,1640,0,1,0,0,4,8,1962,0
77981,20160623,603500,30006,37.549,102.173,6,2.75,2660,8400,2280,8400,1550,1110,1,0,0,5,8,1962,0
77922,20170327,815000,30006,37.546,102.175,6,3,2860,17853,1920,13452,1430,1430,1,0,0,3,8,1962,2015
77932,20160619,558000,30006,37.5478,102.174,4,2.25,2060,10358,2060,9676,1320,740,1,0,0,4,8,1962,0
77932,20161201,500000,30006,37.5473,102.172,3,1.5,2220,8994,2220,8994,1110,1110,1,0,0,4,8,1962,0
78002,20170327,271950,30006,37.5467,102.173,3,1.5,1220,8400,2110,9119,1220,0,1,0,0,4,7,1962,0
77992,20160622,500000,30006,37.5512,102.17,4,2.5,2040,8400,2540,8925,1420,620,1,0,0,3,8,1963,0
77952,20170415,550000,30006,37.549,102.17,3,1.75,1670,10798,2290,10798,1670,0,1,0,0,4,8,1962,0
78003,20160701,505000,30006,37.5472,102.176,4,2.75,2200,9778,2140,11321,1100,1100,1,0,0,4,8,1962,0
77963,20170206,620000,30006,37.5459,102.176,5,3,2540,11422,2090,10741,1270,1270,1,0,0,3,8,1962,2014
77933,20160806,480000,30006,37.5479,102.179,3,1.75,1600,8400,2210,8400,1600,0,1,0,0,5,8,1963,0
77964,20161017,500000,30006,37.545,102.171,3,1.75,1530,8829,2060,9226,1530,0,1,0,0,5,8,1972,0
78014,20161204,527500,30006,37.5448,102.174,4,2.25,2270,8480,1910,9050,1310,960,1,0,0,5,8,1973,0
78014,20170408,648000,30006,37.5434,102.175,5,2.25,2410,12000,2080,12000,2410,0,2,0,0,4,8,1973,0
77935,20170416,550000,30006,37.5586,102.173,3,1.75,1940,8376,2400,8674,1290,650,1,0,0,4,8,1963,0
77925,20170505,595000,30006,37.5569,102.172,4,1.75,2510,8989,2510,8931,1680,830,1,0,0,4,8,1964,0
78006,20160619,619850,30006,37.5602,102.176,4,2.5,2270,9247,2270,9163,1500,770,1,0,0,5,8,1972,0
77996,20161113,518000,30006,37.5592,102.178,4,2.5,2070,10244,2070,9683,1370,700,1,0,0,3,8,1969,0
77946,20160926,525000,30006,37.5569,102.176,3,1.75,1520,7875,2150,9428,1520,0,1,0,0,5,8,1969,0
77976,20160729,560000,30006,37.5456,102.179,5,2.5,2880,9000,2010,9000,1440,1440,1,0,0,5,8,1966,0
78016,20160801,423800,30006,37.542,102.176,3,2.5,1940,7415,1940,8425,1940,0,2,0,0,3,8,1965,0
77927,20170417,470500,30006,37.5415,102.18,5,2.5,2500,9248,2090,8568,1300,1200,1,0,0,3,8,1966,0
77977,20170424,555000,30006,37.5429,102.177,4,2.25,2220,8125,1980,8700,1450,770,1,0,0,4,8,1965,0
78017,20170406,560000,30006,37.5432,102.177,3,1.75,2340,12443,1970,9600,2340,0,1.5,0,0,4,8,1965,0
77938,20160520,615000,30006,37.5579,102.174,4,2.75,2820,13193,2580,13193,1860,960,1,0,0,3,8,1965,0
77938,20161002,437850,30006,37.5623,102.175,4,2.25,2670,14255,2470,10290,1610,1060,1,0,0,4,8,1975,0
77988,20170321,665000,30006,37.5624,102.176,4,2.25,2650,8149,2290,8019,1610,1040,1,0,0,4,8,1975,0
78018,20170407,547500,30006,37.5618,102.176,4,2.5,2610,7254,2250,7407,1610,1000,1,0,0,2,8,1975,0
77998,20161203,652450,30006,37.563,102.178,3,2.25,2230,11835,2190,10384,1630,600,1,0,0,5,8,1974,0
77998,20170428,2.50E+06,30006,37.5708,102.192,4,4,3330,24354,3880,25493,3330,0,1,0,0,4,10,1961,0
77933,20161119,2.38E+06,30006,37.5692,102.192,4,2.5,3220,20251,4200,22114,3220,0,1,0,0,3,10,1969,0
77974,20160702,3.30E+06,30006,37.5675,102.189,5,6.25,8020,21738,4160,18969,8020,0,2,0,0,3,11,2001,0
77993,20160813,2.40E+06,30006,37.5684,102.19,4,3.25,3800,19798,3940,18975,3800,0,2,0,0,3,10,1969,2009
77941,20160626,660000,30006,37.5728,102.179,3,1,1210,9622,1580,9714,1210,0,1,0,1,3,8,1955,2009
77951,20170413,485000,30006,37.5728,102.179,3,1,1020,9835,1210,9622,1020,0,1,0,0,5,7,1955,0
78006,20160730,625000,30006,37.5724,102.179,3,1.75,1600,9135,1580,9800,1600,0,1,0,0,5,7,1955,0
77961,20161231,425000,30006,37.542,102.184,3,2.25,1400,6970,1800,8140,1400,0,2,0,0,3,8,1984,0
77991,20161002,580000,30056,37.5399,102.181,4,3,3280,11060,2320,11004,2270,1010,2,0,0,3,8,1986,0
77971,20170106,375000,30056,37.5403,102.175,4,2.25,2020,12500,1800,13175,2020,0,2,0,0,2,8,1966,0
77961,20170428,529950,30056,37.5398,102.173,4,2.75,1860,7500,2020,8137,1220,640,1,0,0,5,8,1967,0
77981,20160709,480000,30056,37.5388,102.171,5,2.75,2550,7725,2450,7725,1390,1160,1,0,0,5,8,1967,0
78021,20170105,383000,30056,37.5389,102.173,3,1.5,1340,7725,1990,7725,1340,0,1,0,0,4,8,1967,0
77993,20161210,550000,30117,37.6973,102.389,3,1,1130,7500,2190,5250,880,250,1,0,0,3,7,1947,0
78023,20160821,614306,30117,37.697,102.39,2,2.25,2210,5500,2140,6600,1410,800,1,0,0,4,8,1968,0
77992,20160716,323000,30011,37.7559,102.226,4,1.75,1310,9690,2280,9618,1310,0,1,0,0,4,7,1967,0
78012,20161223,705000,30034,37.7085,102.24,4,2.5,2910,20946,2020,11342,2350,560,2,0,0,4,8,1976,0
77972,20160903,400000,30034,37.7112,102.238,3,2.25,1180,14258,1860,10390,1180,0,2,0,0,3,7,1987,0
78016,20160910,375000,30034,37.7104,102.235,3,1.5,1630,16170,1630,9931,1630,0,1,0,0,3,7,1988,0
78001,20160612,706000,30105,37.6697,102.281,3,2.75,1900,6400,1350,6400,1410,490,1,0,0,5,7,1942,0
78073,20170430,166000,30168,37.4849,102.301,3,1,1010,11675,1370,10042,1010,0,1,0,0,3,7,1957,0
78042,20170304,325000,30168,37.4838,102.299,3,2.25,1890,9646,1580,9488,1890,0,1,0,0,3,8,1966,0
78081,20160619,287000,30168,37.4839,102.302,3,2,1300,11374,1480,9670,1300,0,1.5,0,0,5,7,1933,0
78050,20161112,231500,30168,37.4832,102.299,2,1,1200,9488,1200,9488,1200,0,1,0,0,5,7,1941,0
78031,20160613,230000,30168,37.4866,102.303,2,1,930,7550,1370,10176,930,0,1,0,0,3,6,1986,0
78044,20160613,235000,30168,37.4868,102.303,3,1.75,1900,8540,1370,10204,950,950,1,0,0,3,6,1980,0
78065,20161110,195000,30168,37.4853,102.304,3,2,1230,8235,1080,10281,1230,0,1.5,0,0,3,6,1959,0
78077,20160611,248000,30168,37.4852,102.305,5,1.5,1510,9078,1480,9078,1510,0,1,0,0,4,7,1959,0
78017,20170504,158000,30168,37.4874,102.306,3,1,1140,10477,1190,9750,1140,0,1,0,0,3,6,1942,0
78061,20170313,400000,30059,37.4787,102.128,3,2.5,2120,3757,2230,4103,2120,0,2,0,0,3,7,2006,0
78081,20160528,395000,30059,37.4787,102.129,3,2.5,2250,3757,2250,4556,2250,0,2,0,0,3,7,2006,0
78001,20160801,400000,30059,37.4787,102.129,3,2.5,2120,3742,2250,4696,2120,0,2,0,0,3,7,2006,0
78034,20160829,260000,30001,37.3257,102.276,3,1.75,1670,8511,1580,7218,1340,330,1,0,0,3,7,1985,0
78024,20160905,245000,30001,37.3241,102.275,4,2.25,2190,9113,1570,8306,2190,0,2,0,0,3,7,1986,0
78064,20160718,263000,30001,37.3266,102.272,3,2.5,1720,6847,1610,7790,1720,0,2,0,0,3,7,1987,0
78064,20160718,270000,30001,37.326,102.273,3,2.5,1770,8640,1894,7974,1420,350,1,0,0,3,7,1986,0
78036,20170321,230000,30001,37.3112,102.265,3,1,1140,9639,1140,9639,1140,0,1,0,0,4,7,1967,0
78090,20160523,661254,30116,37.5824,102.384,4,4,2290,6250,1920,4335,1690,600,1.5,0,0,5,7,1940,0
78123,20160519,485000,30198,37.3878,102.326,3,1.75,2200,7706,1170,70973,2200,0,2,0,2,3,7,1908,1988
78143,20160507,209950,30003,37.3146,102.323,3,1.5,1380,11130,1380,9200,1380,0,1,0,0,3,7,1960,0
78085,20170430,1.55E+06,30109,37.6313,102.344,4,2.25,2640,3000,1910,3000,2080,560,2,0,0,3,7,1908,0
78129,20170114,320000,30168,37.477,102.292,3,1.75,2300,41900,1160,8547,1310,990,1,0,0,4,8,1939,0
78152,20160529,145000,30168,37.4762,102.293,3,1,1010,5490,1740,10658,1010,0,1,0,0,3,6,1954,0
78139,20160904,230000,30168,37.4756,102.294,5,1,1920,19040,1920,11520,1160,760,1,0,0,3,7,1961,0
78192,20161208,208000,30168,37.4745,102.295,2,1,960,13438,1630,11656,960,0,1,0,0,3,7,1951,0
78184,20160905,649000,30166,37.4663,102.369,3,2,1810,17006,2180,24911,1810,0,2,1,4,3,8,1913,1987
78195,20170330,410000,30166,37.4234,102.342,4,2,2010,9474,2140,10164,2010,0,2,0,0,3,7,1953,2003
78221,20160514,530000,30166,37.4268,102.343,4,2.75,2450,15002,2650,15055,2450,0,1,0,0,5,9,1974,0
78234,20160723,389999,30166,37.4281,102.343,4,2.5,1890,15770,2410,15256,1890,0,2,0,0,4,7,1968,0
78235,20170331,530000,30166,37.4278,102.343,4,2.25,2410,14985,2510,15256,1950,460,1,0,1,4,7,1965,0
78223,20160618,403500,30166,37.4468,102.341,5,2.5,3600,17300,2620,30200,2410,1190,1,0,0,4,8,1968,0
78231,20160714,608250,30166,37.4481,102.338,4,2.75,3030,21780,3020,28027,3030,0,2,0,0,3,8,1986,0
78237,20170226,484000,30166,37.4484,102.339,5,2.5,3600,20001,2860,21780,3600,0,2,0,0,4,9,1976,0
78226,20160520,675000,30166,37.4458,102.343,4,3,2690,28300,2820,27100,2690,0,1,0,0,3,8,1954,1999
78209,20170226,587500,30166,37.431,102.338,4,1.75,2500,20868,2170,15026,1600,900,1,0,2,3,8,1956,0
78236,20170503,431000,30166,37.4521,102.36,3,1.75,1630,9000,1600,11120,1630,0,1,0,0,4,7,1956,0
78283,20170326,673000,30166,37.4508,102.359,4,2.5,2990,10400,2140,17449,2990,0,2,0,0,3,9,2002,0
